video_id,duration
n1WpP7iowLc,PT5M5S
PUTEiSjKwJU,PT2M38S
AumaWl0TNBo,PT16M53S
2Vv-BfVoq4g,PT4M40S
-N5eucPMTTc,PT36M54S
LMCuKltaY3M,PT2M26S
9t9u_yPEidY,PT3M58S
ONQ-fAp5X64,PT9M51S
Dlwf5u2BLAg,PT53S
NVCqz2BDfcQ,PT2M42S
MyEqfBkzESU,PT17M40S
b4vTZx_AtHk,PT1M27S
BsfhHKx6ajA,PT1M44S
DIU3xPdhCBI,PT5M40S
pz95u3UVpaM,PT3M37S
jp9hK-jY6yY,PT6M
gEHCXl4J9Qo,PT3M6S
OWvCCu2t6Ts,PT14M58S
6p-QzY5bxJ0,PT6M18S
fiusxyygqGk,PT3M12S
QOksZ8VogRw,PT3M40S
lo5ERI5nPbM,PT3M54S
Ja_GMU7-sjs,PT7M34S
_6ViZ13mN9I,PT8M36S
F62QpaPWXDI,PT13M7S
g5c1bk8weaQ,PT4M1S
3qYt_fXdaXY,PT2M26S
Y5MqpKlKiSM,PT14M2S
xg9ebVTL9yE,PT3M15S
J_QGZspO4gg,PT2M49S
cUtYh_ZUjqc,PT1M46S
E7ykb1geOoU,PT3M26S
pHE8nIB6j2U,PT3M49S
dwkNG9qeYIY,PT6M52S
z7VBtM7clT4,PT2M29S
7fm7mll2qvg,PT3M56S
QFfEtKvXMAs,PT3M52S
6RyOsIseJbk,PT3M56S
qEEtzzi1EII,PT1M49S
rL4WkebTT_U,PT9M6S
8l_e6bx8UG8,PT3M50S
N8U2EPiEbZo,PT29M50S
iNsTzqwwioY,PT4M14S
9GqL1DSQDL0,PT16M32S
OGKchfcd-5w,PT6M11S
44NYFvhXmW8,PT4M9S
RYs08kX3Ih4,PT10M38S
nnrkPRApQg8,PT2M43S
eHIY3HNNqzM,PT3M52S
gSW2l1z1lKw,PT16M1S
9wg3v-01yKQ,PT3M3S
nrXlY6gzTTM,PT2M33S
EYkEshCOhEU,PT13M45S
q-WipZ9p0wk,PT20M8S
510KQ_LXGww,PT18M15S
A8ScwhLh7uo,PT7M16S
ZwIuff3270M,PT45S
1cgK-BIrXes,PT1M30S
3DflRo_Vids,PT5M39S
P4YJwy_T9pM,PT13M52S
vd4zwINEcLY,PT56S
CR9zYgr84QY,PT8M37S
ssbOzbL1SJQ,PT3M55S
1KVBFtSuCm0,PT3M3S
YInRqgNMLBc,PT15S
949vJMp0v40,PT4M36S
sECcOTO8Ij4,PT14M40S
sF1l7v3XY6I,PT9M54S
wjy9Jgnjv6U,PT5M31S
FUzs2oMEs8w,PT4M27S
Fkwkn7vXpWI,PT6M39S
