video_id,duration
n1WpP7iowLc,PT5M5S
0dBIkQ4Mz1M,PT9M35S
5qpjK5DgCt4,PT9M29S
d380meD0W0M,PT12M13S
2Vv-BfVoq4g,PT4M40S
0yIWz1XEeyc,PT8M40S
_uM5kFfkhB8,PT9M34S
2kyS6SvSYSE,PT11M18S
JzCsM1vtn78,PT11M13S
H1KBHFXm2Bg,PT5M17S
U3xLOo-CNwo,PT11M4S
FyZMnhUtLfE,PT43M5S
7MxiQ4v0EnE,PT3M40S
LUzsOyWp9lw,PT10M23S
AS9-ITLhQxo,PT13M1S
gifPYwArCVQ,PT6M19S
8NHA23f7LvU,PT2M4S
fy-CuCzaPp8,PT3M7S
kzwfHumJyYc,PT27S
nc99ccSXST0,PT10M8S
puqaWrEC7tY,PT7M10S
6H3wVsceoS0,PT3M37S
PRlmRnU9qts,PT3M17S
ZhhXLMbZ1rQ,PT11M
wuf2KinLxZ8,PT7M39S
aVTAU_4i9AY,PT12M16S
jVpp2BUtMoY,PT11M45S
j67FgNEvyh8,PT32S
oQH_rtoHsdQ,PT11M4S
m-nZmgHWoEw,PT8M5S
V4Uuxg6jmbo,PT18M33S
WuTFI5qftCE,PT11M52S
_A5Z00E5gx8,PT41M1S
wczm1faUZ1Q,PT8M15S
uEu5--lyNCE,PT2H9M48S
cTBnDJ77kr0,PT1H33M9S
FSdg3UVuBKE,PT6M59S
6xT1Xc7_X3k,PT12M
GBVxEpQr8R8,PT7M36S
JwboxqDylgg,PT3H32M8S
t3FYESkzjUI,PT23S
0gLWN3uq74o,PT16M15S
9fNvbeBLwGc,PT27M3S
-Toujzk3ysk,PT8M59S
k3GxDSG1c0Y,PT11M36S
ThLVteoxnSE,PT9M6S
exMNBvwCfRY,PT10M33S
c64I9HNpiOY,PT2M26S
teXaL6GdQRk,PT7M18S
0kErOtN3q_w,PT36M10S
TaTleo4cOs8,PT12M23S
Nc0ZCtZdgAk,PT3M19S
9t9u_yPEidY,PT3M58S
ebztEUmhEMY,PT11M42S
hW2B_GT3b1E,PT1M29S
MbyP-w4uOgk,PT3M49S
f-G8fK1LJVU,PT10M30S
66Y44OxufVM,PT4M43S
objBBRAurLg,PT1M42S
PV8maMvPqhw,PT22M54S
amEZKmJQ4Io,PT4M6S
3zjhB7NYQyg,PT32M17S
F5mzb086QM8,PT1M1S
TIvI07xLPnA,PT1H5M18S
5lC4IlTjVxk,PT6M17S
CpU72eM8vCo,PT4M59S
f-UzOpuKOVY,PT2M35S
pXEGYQ3DNug,PT42M56S
TUmyygCMMGA,PT9M3S
WuzMMgFsJFE,PT3M44S
2B8RO0GcLDw,PT35M14S
xZxOAqiQiGo,PT22M54S
Y4BoKJaLaTs,PT9M21S
Dgut-rlPVrk,PT2M24S
MBjVXkS-vuY,PT2M34S
SElT590QmTY,PT8M51S
0aYWB3d7bJ8,PT1H36M17S
pmJQ4KwliX4,PT29M51S
k3kgQrU5-p0,PT18M53S
W-m1930mh1s,PT4M18S
nAvudA4X6vI,PT5M14S
6p-QzY5bxJ0,PT6M18S
xiS6rSvxl-M,PT14M56S
kRoCPSDCvts,PT1H58M5S
kpQlAGiyg3A,PT6M6S
AE8tATPge7o,PT13M44S
zxuvr9tN924,PT1H13M16S
dKBThyjj0J0,PT1M10S
pQgPR2V6924,PT47M56S
Yo84eqYwP98,PT59M1S
QDkLaDDJhG8,PT23M44S
YW-EAR8N7y8,PT3M6S
zCt_jjE_7O8,PT1H59M54S
kOnQocd799Y,PT15M24S
gHZ1Qz0KiKM,PT13M53S
QUUOLFAbJ6A,PT25S
fppmc_xzE7Y,PT1H21M23S
K6EZV-_Up34,PT7M41S
1KHCqtTC0EQ,PT1M51S
j1yVXcJxmSA,PT3M14S
eDwaOTkIDGQ,PT3M9S
O_adY_b-aLQ,PT9M3S
A0XvRL-sLVg,PT15M46S
ocZqvs7gUzc,PT4M19S
lT47mzF3QVM,PT2M58S
