video_id,duration
ceqntSXE-10,PT10M49S
jawyTk67RM0,PT4M53S
7Gm1HmnMEzI,PT4M10S
Yo84eqYwP98,PT59M1S
D137aeWoCSU,PT4M36S
ee6OFs8TdEg,PT10M49S
T2hyuhoBQdo,PT28M52S
WuTFI5qftCE,PT11M52S
2rciAnKuVdM,PT6M16S
EJKPn51ZrD8,PT20M24S
kgaO45SyaO4,PT25S
kDLoph6bhp4,PT4M40S
OtoPt_JGq_A,PT4M6S
wo7O8XQ154E,PT5M7S
5hEJsoDP2q4,PT3M46S
x0oA63U9ptk,PT2M38S
PpECwr15oQQ,PT2M7S
a8G-vVFKm4M,PT21M31S
HvyUEp-oxqI,PT9M41S
KkZK4MQOpTE,PT2M38S
thxRLNddnhU,PT23S
kauXN6nz_OQ,PT4M29S
jLixZkMhJPU,PT3M22S
m9JQxSKPjOo,PT22M4S
hxUCwTxg2lk,PT9M5S
mQ6vTXigdTg,PT37S
TuMB5uluUnQ,PT15M27S
O58tayW-ISw,PT6M34S
lWLYR8W0gaA,PT4M58S
ZQ7D6ephWg0,PT2H2M58S
BQqj9s5yPgw,PT2M40S
NH04ys6y2Ko,PT35M11S
curL32rU06w,PT1H4M
RBo7KpjFNU8,PT50S
JfanclGyrZY,PT10M11S
GBVxEpQr8R8,PT7M36S
gpBINbs7hfQ,PT30S
esvURurk-_s,PT1M43S
FnlWN3QcosY,PT11M40S
IxSMSUYyZqk,PT3M20S
1SiKopOt-QM,PT15M21S
NgUjCHVznrU,PT40M41S
ld8usyxhfTA,PT2M39S
LhjhGOBIoHM,PT20M9S
bAkEd8r7Nnw,PT10M28S
MfTbPeW8ihM,PT10M39S
VsYmwBOYfW8,PT4M27S
c0YARs-b5rc,PT6M36S
IyfzBVkSx9s,PT28M3S
sjfCKcQ6xW8,PT18M12S
FEfWvaEsJao,PT30S
d2JXTDSI6hk,PT2M58S
hdOzPPa_bFY,PT15M16S
A5LFlKGs5wA,PT2H15M54S
Q8NiJv6W6CQ,PT3M7S
0HEuEcR6azo,PT21M26S
RpEJCznFreQ,PT7M3S
OdOmKn6Cn9s,PT37M37S
TOOcXB_dzZQ,PT3M16S
dK4BI6l-ScE,PT10M15S
1ZAPwfrtAFY,PT23M51S
fPcyE7SKoI0,PT1H3M2S
wlg_MvhS46o,PT21M47S
dDL90C9bcI4,PT9M7S
Rcas2VtOj4g,PT5M55S
p2HYgRcAnU0,PT57M11S
W3qDI7IKuV8,PT2M36S
p4KLrQKJn3c,PT7M9S
vLGAevUtZ7o,PT4M21S
xdHmuy1RqCg,PT1M9S
dwHVRzvT0eg,PT3M30S
jMLAROmO3e4,PT28M8S
lnFaRuWOLN0,PT4M33S
redJOfQQlhg,PT8M25S
PKBfGeMSTb4,PT10M52S
r4h2D6PaGqY,PT7M20S
WKMOuDoVxFw,PT46M28S
F2MGNXj8HLo,PT6M14S
gQ6d_yKNmoM,PT15M18S
oxQ0m4szCpc,PT17M39S
z1QSHCcTEow,PT36M18S
_RRx-O0wBUU,PT41S
b-ShNqtj8Yw,PT5M4S
lQxGAH73DNE,PT12M29S
QLwEN1gVios,PT1M29S
uCU5Bc2Q6pc,PT19M33S
tpfLhpzXQRA,PT3M11S
NxFV3M42HH0,PT3M29S
458JeQt9XEY,PT6M23S
8L3bSNzTVhQ,PT5M21S
RlxhyLYQM1A,PT8M7S
nwHdKBhUCJE,PT6M49S
ve3oQBjcAGI,PT15M16S
avNyRo2Vd9U,PT10M2S
sOfA8icoIHo,PT37M23S
faPIpWALTck,
ZTTpRHC5ZH4,PT4M35S
67Wvyvf5dKs,PT5M27S
3yTWXT1Dj_4,PT1M37S
Vt7p1-0X0Ho,PT11M2S
nAnetMShNac,PT21M44S
5530I_pYjbo,PT5M51S
yWktRHKZaPQ,PT9M17S
OE2xE5gK-cQ,PT2M18S
orIShcEo7tQ,PT1M48S
JFqLLiHYcoM,PT53M44S
Q9IvTVg6o6Q,PT2H10M16S
mfnLFRbk5tU,
7FOxuEaWm1k,PT13M43S
-Vcb8DljiBI,PT6M35S
QL4ToMuGyus,PT15S
eFsUzNo8ZdU,PT9M41S
9KqtguPzNGk,PT2M55S
FT-9yLFUsVs,PT23M41S
-A-hfXFTYso,PT22M22S
4X1VrKSJ2pk,PT1M51S
Ehke7aPI9l0,PT5M5S
XXMiccxCVCo,PT1M11S
YNpyKnNf-sI,PT52M8S
WWwA3TKZFH4,PT19M47S
lXIPoj77TxI,PT51M9S
gxNbJG4wowo,PT7M2S
Tt6lqiSYilM,PT3M12S
gjXrm2Q-te4,PT1M16S
aBQSNL4DymI,PT9M9S
qZ16HkSgRvY,PT4M57S
lPkM-qQdIM8,PT8M38S
UhAKwwjn2f8,PT2H25M44S
8jLheO9-oBc,PT1H11M53S
CtBca6H6Teg,PT5M4S
KPuYy9u-BB0,PT5M12S
QiTz6lbEy9Q,PT7M32S
bn5TeQCMpJk,PT8M56S
nNWmcauF-9I,PT57S
v0LFTFgbl1Y,PT7M13S
LZ5a2foctcA,PT5M40S
dq6G2YWoRqA,PT2M38S
n2K4II8N6r4,PT6M47S
6u4S5hC1aWk,PT12M58S
kEec9_Z5dXw,PT7M12S
n8yMMri5C8o,PT5M38S
b8IN0tY3fus,PT11M45S
RGg6oUphTkg,PT11S
ExvIThM_iPg,PT4M4S
NLa0tSC7xQM,PT10M24S
KsJ85LE-G50,PT3M37S
hIvd2X_YV-M,PT2M31S
OjRTTBhCTKw,PT6M40S
qqVZBlQzZ-4,PT10M28S
UWOAuTP27eo,PT10M4S
GjwiF2NbCtI,PT3M43S
nmopwgd4q0w,PT7M52S
Ro6eob0LrCY,PT1M26S
ruAFz8_2Pcw,PT5M49S
fx4TTAae-q4,PT7M26S
c3zPw-a325k,PT3M6S
SPzWTA99puE,PT16S
LZlLYKGNBNc,PT11M53S
Tx9VPQ-o5a8,PT3M29S
KU3iwDAHTDE,PT27M4S
r8vhL1tSbU8,PT10M2S
H_NS3HDOldM,PT6M27S
wZtx995tP-M,PT10M16S
ePk3QIOVq94,PT4M51S
am75Z2WvqGM,PT3M10S
TWioqGPMB-I,PT3M6S
I01YfcnpMlY,PT40S
8-Cjsnq8kVU,PT2M10S
5odnJmBVc-E,PT6M51S
orJSLEozBtE,PT6M10S
vlC0N2ADQTE,PT14M35S
sxIwJVRWp1E,PT4M7S
o44zmb3vfjI,PT16M19S
GKMa04pjLzM,PT3M31S
9w220Be3MqE,PT9M38S
-dgKaxi4Y2w,PT5M27S
jawyTk67RM0,PT4M53S
e-KE_9I-p-Y,PT8M3S
sIo_fovOm4c,PT4M35S
h7JdHPAG7Sw,PT4M39S
qc5n-RrmIo4,PT2M
5ARZ46k5TqE,PT29M26S
teXaL6GdQRk,PT7M18S
_ftvB5ZSoBI,PT3M8S
RgEB_5ILUfg,PT8M31S
29TUExD0oCc,PT3M38S
ocZqvs7gUzc,PT4M19S
9vt1oU-pbe0,PT3M36S
gwd5EZnEJLE,PT10M25S
i_BrxnV3o1U,PT2M50S
8WfHX9Q8S6w,PT22M46S
kgaO45SyaO4,PT25S
_fpyjYPnEGA,PT45M59S
oQkwc9_T4h0,PT9M3S
qFEjz7PJNjc,PT20M32S
bg3hJuBtE-8,PT53S
13-HAaEzbBw,PT12M4S
dZz03YX6qGo,PT2M15S
sottGW1p5os,PT11M41S
T2hyuhoBQdo,PT28M52S
szDDOuiPvcA,PT2M3S
-OcJeszEu40,PT6M3S
Isbq5Iv1QF4,PT9M44S
Ehke7aPI9l0,PT5M5S
q6omwxoNMY4,PT18M32S
Yo84eqYwP98,PT59M1S
yAAzqoUd6r8,PT2M9S
d8PxPThizmY,PT21M8S
--mmyQlx91I,PT3M49S
hxUCwTxg2lk,PT9M5S
2rciAnKuVdM,PT6M16S
8VID_aE1cKo,PT38M9S
ek13NvcUlfE,PT2M54S
EaStrywOa3k,PT4M32S
MHd4Nd8Xjtg,PT2M25S
oBkjAb7EHq4,PT3M33S
SWhiCo-NEVE,PT1M49S
kepIALKQZVo,PT13M36S
6sJCSz-v95c,PT1M34S
cc-ovS0Ukmo,PT11M56S
KkZK4MQOpTE,PT2M38S
pRi-dZ3OFCg,PT20M20S
etNi-l8SLmU,PT11M
hpdTM6In2cE,PT15S
0HEuEcR6azo,PT21M26S
9wwbC8kGTYI,PT8M1S
_HSpz8DYP-k,PT1M8S
tpfLhpzXQRA,PT3M11S
hhtzBUFGfWM,PT20M16S
ePU3E_86L5U,PT49M1S
D137aeWoCSU,PT4M36S
ceqntSXE-10,PT10M49S
hpwiTlWZXew,PT13M42S
RZ54XSb_4oU,PT19M40S
ciGuACIC_gY,PT49M4S
Xkj2mWKjqpc,PT24M30S
iHZ9ePNUcno,PT7M16S
I1iSrCtZb7w,PT3M56S
7AMwLYyV4IM,PT6M35S
5hEJsoDP2q4,PT3M46S
PMFZl9WQL-E,PT48M35S
t7_7b5kHSQ4,PT6M31S
8LNxEqlWSFI,PT12M43S
x0oA63U9ptk,PT2M38S
NxVZo8WI4m4,PT12S
DcdoBrCvS9o,PT2H10M29S
m6YqJoPtRn8,PT8M31S
blwm0Z91b0Y,PT4M24S
eWEbmu0va6M,PT1M31S
kauXN6nz_OQ,PT4M29S
RqccSEEO-5M,PT5M40S
mvVdmHfap0c,PT21M36S
2GGItRHOtuU,PT47M2S
x4gg6xe6MBk,PT12M28S
S8CMkIHtlHE,PT32M27S
8vUPnsch2-w,PT3M33S
qbnN4jkjm2E,PT9M6S
BI9W21TOl_c,PT11M18S
wo7O8XQ154E,PT5M7S
ee6OFs8TdEg,PT10M49S
hvJ8d3qLm2g,PT1M52S
4rvI7I15U_0,PT18M18S
HhwS7yM7CO0,PT34M57S
OtoPt_JGq_A,PT4M6S
ssLc5Vnos-A,PT29M28S
aLFzbDh4FGg,PT11M9S
9D1kfdEtcvI,PT2M7S
kj3FyvyBnes,PT5M5S
ReUykdpDSRQ,PT5M24S
JEjTfwUyJ-E,PT7M12S
KS78wHNhxyg,PT34S
3BZoZjralCI,PT11M36S
kDLoph6bhp4,PT4M40S
IX2LY-yyVJw,PT6M33S
PVzoS9tTNvU,PT3M1S
EJKPn51ZrD8,PT20M24S
k2FNd2YkpgE,PT46S
Npq2SegZFZ8,PT21M46S
AZflKX5eK_E,PT21S
9LLW3xvNFKk,PT1H9M19S
culm1VBg-ss,PT3M38S
8RWuLt9MygE,PT6M44S
GMhnzyZUXko,PT17M32S
pufMR3w7eZ4,PT1M53S
1YEXXIWqkMM,PT1M47S
yGGkpB8iwwg,PT4M31S
bvFrk27uqBo,PT4M19S
ocGUb5ycxQY,PT12M21S
WuTFI5qftCE,PT11M52S
Rcas2VtOj4g,PT5M55S
09spC6q0dx0,PT20M37S
Bfvt3Rs6srI,PT6M24S
dRJHhYKK7YY,PT34M21S
bAkEd8r7Nnw,PT10M28S
fbuIMMNx77s,PT5M46S
LlRgTXyiwaw,PT7M33S
fN2R8XNB0Jo,PT2H10M19S
q1BEtu_SBQY,PT58M6S
H07iLrh13SQ,PT2M10S
qvPo-9oSCaw,PT48S
dq6G2YWoRqA,PT2M38S
n2K4II8N6r4,PT6M47S
bHlJdYtDiEs,PT12M
6u4S5hC1aWk,PT12M58S
n8yMMri5C8o,PT5M38S
1RG7nqv7KM4,PT29M56S
zJFEn83881A,PT16M55S
Rd8UD7WUIr8,PT3M48S
ExvIThM_iPg,PT4M4S
I6aO0A4yemc,PT7M38S
WNv6ZKqp5CQ,PT6M4S
b8IN0tY3fus,PT11M45S
kEec9_Z5dXw,PT7M12S
Z_xxtCUx7WY,PT10M9S
cImfRQ-TGtk,PT6M10S
wSEypP18utE,PT14M4S
wA4IG1IYAtY,PT10M58S
bPJfho54nLc,PT12M55S
lTQlbULOrCg,PT2H10M3S
NLa0tSC7xQM,PT10M24S
bbWFas1fJVE,PT11M8S
Cha8vzs82Ls,PT3M52S
VgtrPFkXQtQ,PT1M40S
Wfxyx5tq_fk,PT3M25S
hIvd2X_YV-M,PT2M31S
RGg6oUphTkg,PT11S
xTs1jauC0Fg,PT5M46S
p8XP7A7kvzM,PT8M44S
wesSK2U9Nwk,PT4M14S
LUoBJ4bnrJ0,PT3M54S
k9iu_UwpBRE,PT11M49S
UWOAuTP27eo,PT10M4S
5u9fhEiyy3I,PT10M7S
nmopwgd4q0w,PT7M52S
xBcK0J8QDrw,PT6M57S
qc5n-RrmIo4,PT2M
fx4TTAae-q4,PT7M26S
ePk3QIOVq94,PT4M51S
AEy7eavsNPg,PT3M43S
8-Cjsnq8kVU,PT2M10S
sIo_fovOm4c,PT4M35S
MVFdEa9v8wU,PT2M18S
KU3iwDAHTDE,PT27M4S
LZlLYKGNBNc,PT11M53S
r8vhL1tSbU8,PT10M2S
9w220Be3MqE,PT9M38S
MOWAnX3i2X4,PT10M58S
UuCq8mtK8J4,PT3M58S
0EkvA9x_l2o,PT5M43S
7t-ETimdGok,PT10M5S
Ro6eob0LrCY,PT1M26S
5ARZ46k5TqE,PT29M26S
fYnnQE5SffY,PT9M25S
fRj34o4hN4I,PT55S
H_NS3HDOldM,PT6M27S
wzqNIrsAL1Q,PT8M25S
gUy-GPaWXaA,PT26M28S
13-HAaEzbBw,PT12M4S
5EBDXsTkg1E,PT21M18S
bZCbHlRtAuI,PT8M57S
wZtx995tP-M,PT10M16S
o44zmb3vfjI,PT16M19S
ixxR3ZoqnF0,PT1M
WhnHKIT9124,PT21M13S
jfdm1JqwHm0,PT2M34S
29TUExD0oCc,PT3M38S
zZ0GbbMoY7E,PT8M2S
-OcJeszEu40,PT6M3S
5odnJmBVc-E,PT6M51S
KstndSY3_-s,PT9M49S
jk0ajCOLeu4,PT35M35S
TWioqGPMB-I,PT3M6S
S8CMkIHtlHE,PT32M27S
orJSLEozBtE,PT6M10S
HfhpGIOaf30,PT1H14M49S
QHi2Cjw1xOo,PT3M19S
h7JdHPAG7Sw,PT4M39S
xJNR6Skf6PU,PT1M23S
RnEgCE0KH7M,PT4M32S
yt5fer86lfQ,PT3M53S
WPWSfsvqoUA,PT1M4S
_-l62ZAEPB0,PT11M47S
-dgKaxi4Y2w,PT5M27S
fKHOaywEJRw,PT6M30S
s8mEXQXqA7Q,PT7M31S
qt3XC-hb7S0,PT3M16S
MYZWcHOftDY,PT43M11S
9PhM-zCmTFs,PT2M26S
-Z4BoRPC3YA,PT1H8M26S
ruAFz8_2Pcw,PT5M49S
OsR_--a0-Ao,PT6M47S
lorfBnxYEPw,PT12M15S
Isbq5Iv1QF4,PT9M44S
ILz-TNMihPM,PT20M6S
BI9W21TOl_c,PT11M18S
5de5-rU2znU,PT22M52S
sxIwJVRWp1E,PT4M7S
6RIQFnpxLmY,PT19M2S
I_ZMccfRt6E,PT49M38S
cc-ovS0Ukmo,PT11M56S
ZvbUfT52XBs,PT53M3S
oQkwc9_T4h0,PT9M3S
Sly0zlM9LfU,PT3M56S
pnlbRW2XuS4,PT1H43M55S
Dlu8HpTQLTs,PT18M43S
WJyJBYlVEGE,PT18M16S
4X47GduLuoU,PT10M1S
v1HDWJ3P75E,PT17M37S
6sJCSz-v95c,PT1M34S
fEqwUS6pCtw,PT4M53S
jKkOYEW7RvQ,PT9M44S
q6omwxoNMY4,PT18M32S
ZfeZkm4wixk,PT1M11S
4z2wdXIraMo,PT2M5S
OjRTTBhCTKw,PT6M40S
i02hFj5UZI4,PT5M29S
8LNxEqlWSFI,PT12M43S
ahvlqoExCQk,PT3M55S
vlC0N2ADQTE,PT14M35S
bEVlAGlILLs,PT4M16S
ocGUb5ycxQY,PT12M21S
eg2ThjfgjLk,PT10M39S
d5oNkY5pwBY,PT10M45S
rmggvynjOfw,PT8M11S
9vt1oU-pbe0,PT3M36S
jNyyxn4ynF0,PT3M27S
Jk7tfs46pQ8,PT2M44S
B0B3fYKUatY,PT3M12S
SL9CBJVaYQk,PT3M18S
RahMS8W-sEQ,PT1H38S
LlRgTXyiwaw,PT7M33S
HlCqbm6xX28,PT13M11S
iV2BBJcEMMA,PT5M52S
teXaL6GdQRk,PT7M18S
XKg9l4-k3sQ,PT10M9S
CI-zJA-Vqg8,PT29M19S
JDRzEdRQF5s,PT1H22M32S
tpfLhpzXQRA,PT3M11S
Nog-BtO372A,PT5M52S
8VID_aE1cKo,PT38M9S
16W7c0mb-rE,PT7M31S
XA38J1yuK6g,PT18M54S
KQit9-lxbPE,PT11M46S
KU7sVosW930,PT13M31S
EF4KWuxy_aw,PT2M49S
vahIKCMhodE,PT45S
AIPSmLVtE60,PT20M31S
y00KL_rM-hA,PT3M14S
t4j-qRb_tto,PT4M59S
TaqiQHDhRkY,PT12M10S
SRYzH-B-fQA,PT7M25S
MDEI_e0ibzs,PT17M19S
RgEB_5ILUfg,PT8M31S
OIZUybqQkRo,PT3M15S
ZrpOEuCFrMo,PT8M6S
jADRP05Of04,PT5M17S
jIOIE_QH63o,PT1M22S
nm2rkhP8s78,PT8M4S
SWhiCo-NEVE,PT1M49S
NjBPByQbCtM,PT26M1S
oa5Yh9f3fHQ,PT12M21S
pM8U7ESZwFg,PT1M49S
e-KE_9I-p-Y,PT8M3S
wXmT_i1I6h4,PT48M55S
aAxPVfYpuvk,PT5M21S
rKxMHs7ADyA,PT15M14S
UKFWjI5mHEM,PT21S
DZ27zRbviwc,PT43M32S
T2hyuhoBQdo,PT28M52S
3LUtDXuRuHc,PT1M38S
0z5KWu-E8BY,PT1M47S
I01YfcnpMlY,PT40S
coOKvrsmQiI,PT2M33S
rIN7VbFYpUk,PT19M1S
Ae7rZuR9oBw,PT1M9S
GjyqhwMJ4ik,PT31M32S
Zw5FiiVmgf8,PT10M22S
_EFWCc0qZ9w,PT5M14S
Ehke7aPI9l0,PT5M5S
llGzLcTu5JI,PT10M42S
v1zIh-FJYGg,PT4M7S
bFwRFDQas5A,PT8M35S
qvPo-9oSCaw,PT48S
TuTQN7wV_BI,PT3M47S
dq6G2YWoRqA,PT2M38S
WpDLzAxUXH8,PT5M7S
nQkz3FACmhc,PT8M57S
A-c4NKplrcc,PT19M20S
Azqd49CgCwY,PT10M8S
ZA1t5jhUf68,PT2M43S
sIYfAtsu8Cg,PT20M9S
BQYyGv5MRCY,PT4M6S
fRj34o4hN4I,PT55S
UvE73kS7LG8,PT5M47S
ttVBnI86Q3c,PT5M
pT2fZqlxQvc,PT4M25S
zTvrZeYdR4Y,PT6M12S
TyHvyGVs42U,PT3M31S
Z_xxtCUx7WY,PT10M9S
bHlJdYtDiEs,PT12M
MpZdI8i8Nuw,PT3M28S
b5Mhywy-7sA,PT10M28S
lPbEEC2feaI,PT9M58S
I6aO0A4yemc,PT7M38S
bPJfho54nLc,PT12M55S
wA4IG1IYAtY,PT10M58S
aJaWDXNm3y4,PT4M12S
n2K4II8N6r4,PT6M47S
PxW06ZfnsXI,PT28M31S
zJFEn83881A,PT16M55S
_7Oe5S2-CDw,PT1M33S
xNfYxiCibvY,PT5M
6u4S5hC1aWk,PT12M58S
NlIUDolV820,PT8M52S
1RG7nqv7KM4,PT29M56S
6p_4Rn0aBFA,PT32M
IAPSISDPL-Q,PT3M8S
ExvIThM_iPg,PT4M4S
oqkOXC5xihE,PT1M23S
n8yMMri5C8o,PT5M38S
f8_ip1OgQoY,PT1M59S
VgtrPFkXQtQ,PT1M40S
Cha8vzs82Ls,PT3M52S
Wfxyx5tq_fk,PT3M25S
cImfRQ-TGtk,PT6M10S
WNv6ZKqp5CQ,PT6M4S
vNEp7UHcW-k,PT6M12S
gScux6ER2TM,PT5M4S
HEvR2s7YXIo,PT13M22S
wSEypP18utE,PT14M4S
Rd8UD7WUIr8,PT3M48S
caLfxwKGRSI,PT5M47S
dZZMNEMQNUQ,PT21M46S
xTs1jauC0Fg,PT5M46S
ZVB_rbmxQM0,PT4M8S
sVLRBWi6vsw,PT14M9S
RGg6oUphTkg,PT11S
mGTvZ0RLSug,PT7M45S
AEy7eavsNPg,PT3M43S
B4ygP2MIQic,PT1M56S
TBx2sFXKDF4,PT1H35S
QKK6vJfb0Ak,PT10M21S
PvQ8MdvtJUQ,PT6M59S
SV36vv84Dy4,PT28M56S
-mQSQNJLqgY,PT5M48S
5u9fhEiyy3I,PT10M7S
kBu2900hfSs,PT1M46S
bhXB_nm5n9Y,PT3M12S
k9iu_UwpBRE,PT11M49S
RnEgCE0KH7M,PT4M32S
fx4TTAae-q4,PT7M26S
p8XP7A7kvzM,PT8M44S
hIvd2X_YV-M,PT2M31S
xBcK0J8QDrw,PT6M57S
eg2ThjfgjLk,PT10M39S
cK_x59xrSvw,PT11M38S
h0mKly0IpII,PT3M9S
b8IN0tY3fus,PT11M45S
3nz3Azg-kU4,PT2M37S
Ht2IR8dbFP4,PT18M35S
pxnmZ-VEBfI,PT21M46S
aC2Yc9-nVps,PT20M19S
eOQpjvnm4ME,PT11M9S
_ABEmDFQliM,PT4M29S
LUoBJ4bnrJ0,PT3M54S
z3i-Kvh1wfs,PT6M14S
EmSTpJCBWsA,PT2M39S
k5F66eD-B10,PT8M50S
kEec9_Z5dXw,PT7M12S
gUy-GPaWXaA,PT26M28S
bPJ3Xm5c5Lg,PT9M59S
NL2i9Xp116I,PT40M47S
ozEhAHCEgB0,PT1M5S
Lq59PlR0wgA,PT3M21S
TlcCBYAawP8,PT15M29S
_bqe311W4-8,PT11M46S
bEVlAGlILLs,PT4M16S
fWajtP80g54,PT2M33S
BMoAaw8wKjs,PT5M19S
p-oN7OZdPFY,PT1H4M27S
BUS99d4NIHA,PT2M15S
amBdW8X0Yyo,PT9M56S
